CO_IES,NO_IES,SG_IES,DS_CATEGORIA_ADM,NO_MUNICIPIO_CAMPUS,SG_UF_CAMPUS,CO_IES_CURSO,NO_CURSO,DS_GRAU,DS_TURNO,TP_MODALIDADE,DS_MOD_CONCORRENCIA,NU_PERCENTUAL_BONUS,QT_VAGAS_CONCORRENCIA,NU_NOTACORTE,QT_INSCRICAO
584,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Pública Federal,Goiânia,GO,14093,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,55,782.35,"3,133"
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,São Luís,MA,11446,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e  que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,723.68,90
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,São Luís,MA,11446,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,708.50,26
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,São Luís,MA,11446,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos ou pardos, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,8,736.82,478
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,São Luís,MA,11446,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos ou pardos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,8,732.68,295
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,São Luís,MA,11446,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos ou pardos, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,695.98,23
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,São Luís,MA,11446,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos ou pardos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,734.20,18
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,São Luís,MA,11446,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,742.48,194
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,São Luís,MA,11446,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,766.06,137
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,São Luís,MA,11446,MEDICINA,Bacharelado,Integral,Ação afirmativa própria da instituição - tipo bônus,que cursaram o último ano do Ensino Fundamental (9º ano) e os três anos do Ensino Médio (1º ao 3º ano) em escolas públicas ou privadas do Estado do Maranhão,20,0,928.3,1243
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,São Luís,MA,11446,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,25,928.30,700
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Pinheiro,MA,1257777,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e  que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,720.38,73
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Pinheiro,MA,1257777,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,691.28,34
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Pinheiro,MA,1257777,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos ou pardos, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,8,729.76,574
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Pinheiro,MA,1257777,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos ou pardos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,8,731.84,389
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Pinheiro,MA,1257777,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos ou pardos, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,661.98,23
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Pinheiro,MA,1257777,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos ou pardos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,677.20,24
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Pinheiro,MA,1257777,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,745.66,203
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Pinheiro,MA,1257777,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,762.30,193
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Pinheiro,MA,1257777,MEDICINA,Bacharelado,Integral,Ação afirmativa própria da instituição - tipo bônus,que cursaram o último ano do Ensino Fundamental (9º ano) e os três anos do Ensino Médio (1º ao 3º ano) em escolas públicas ou privadas do Estado do Maranhão,20,0,909.29,1634
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Pinheiro,MA,1257777,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,25,909.29,736
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Imperatriz,MA,1257562,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e  que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,722.54,129
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Imperatriz,MA,1257562,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,718.52,53
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Imperatriz,MA,1257562,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos ou pardos, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,6,738.14,395
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Imperatriz,MA,1257562,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos ou pardos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,6,728.48,235
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Imperatriz,MA,1257562,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos ou pardos, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,692.72,36
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Imperatriz,MA,1257562,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos ou pardos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,702.86,17
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Imperatriz,MA,1257562,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,754.24,161
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Imperatriz,MA,1257562,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,757.66,167
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Imperatriz,MA,1257562,MEDICINA,Bacharelado,Integral,Ação afirmativa própria da instituição - tipo bônus,que cursaram o último ano do Ensino Fundamental (9º ano) e os três anos do Ensino Médio (1º ao 3º ano) em escolas públicas ou privadas do Estado do Maranhão,20,0,916.92,1208
548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Pública Federal,Imperatriz,MA,1257562,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,20,916.92,683
595,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,Pública Federal,Alfenas,MG,1202573,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,8,739.53,429
595,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,Pública Federal,Alfenas,MG,1202573,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,8,740.01,232
595,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,Pública Federal,Alfenas,MG,1202573,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,5,768.83,463
595,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,Pública Federal,Alfenas,MG,1202573,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,5,785.60,369
595,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,Pública Federal,Alfenas,MG,1202573,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)",0.00,1,721.03,7
595,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,Pública Federal,Alfenas,MG,1202573,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,713.80,13
595,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,Pública Federal,Alfenas,MG,1202573,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,724.91,24
595,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,Pública Federal,Alfenas,MG,1202573,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,742.96,13
595,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,Pública Federal,Alfenas,MG,1202573,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,30,792.06,"2,211"
107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,São João del Rei,MG,1216474,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,736.84,91
107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,São João del Rei,MG,1216474,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,739.53,92
107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,São João del Rei,MG,1216474,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,760.41,216
107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,São João del Rei,MG,1216474,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,760.76,174
107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,São João del Rei,MG,1216474,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)",0.00,1,675.84,10
107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,São João del Rei,MG,1216474,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,684.88,8
107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,São João del Rei,MG,1216474,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,10,781.79,868
107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,Divinópolis,MG,120983,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,4,742.20,321
107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,Divinópolis,MG,120983,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,742.26,120
107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,Divinópolis,MG,120983,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,752.49,288
107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,Divinópolis,MG,120983,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,774.18,266
107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,Divinópolis,MG,120983,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)",0.00,1,687.24,17
107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,Divinópolis,MG,120983,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,681.51,19
107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,Divinópolis,MG,120983,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,15,781.14,"1,114"
592,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,Pública Federal,Lavras,MG,1267038,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,738.46,153
592,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,Pública Federal,Lavras,MG,1267038,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,741.78,102
592,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,Pública Federal,Lavras,MG,1267038,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,760.94,181
592,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,Pública Federal,Lavras,MG,1267038,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,779.78,136
592,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,Pública Federal,Lavras,MG,1267038,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,9,788.12,644
576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Pública Federal,Juiz de Fora,MG,13103,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,6,742.62,240
576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Pública Federal,Juiz de Fora,MG,13103,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,5,731.40,168
576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Pública Federal,Juiz de Fora,MG,13103,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,5,754.22,356
576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Pública Federal,Juiz de Fora,MG,13103,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,5,781.40,295
576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Pública Federal,Juiz de Fora,MG,13103,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)",0.00,1,675.52,18
576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Pública Federal,Juiz de Fora,MG,13103,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,668.78,13
576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Pública Federal,Juiz de Fora,MG,13103,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,22,786.62,"1,233"
576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Pública Federal,Governador Valadares,MG,5001167,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,4,733.78,246
576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Pública Federal,Governador Valadares,MG,5001167,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,4,738.50,150
576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Pública Federal,Governador Valadares,MG,5001167,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,760.18,250
576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Pública Federal,Governador Valadares,MG,5001167,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,779.86,147
576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Pública Federal,Governador Valadares,MG,5001167,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,12,783.30,813
597,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,Pública Federal,Uberaba,MG,14615,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,6,714.83,89
597,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,Pública Federal,Uberaba,MG,14615,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,6,711.79,57
597,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,Pública Federal,Uberaba,MG,14615,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,5,740.99,106
